sensor_id;sensor_type;location;lat;lon;timestamp;value_type;value
145;DHT22;3528;-0.286;36.067;2023-02-07T16:17:45.500555+00:00;temperature;25
144;SDS011;3528;-0.286;36.067;2023-02-07T16:17:45.500630+00:00;P2;8
144;SDS011;3528;-0.286;36.067;2023-02-07T16:17:45.500630+00:00;P1;18
145;DHT22;3528;-0.286;36.067;2023-02-07T16:20:25.015105+00:00;humidity;46
145;DHT22;3528;-0.286;36.067;2023-02-07T16:20:25.015105+00:00;temperature;25
144;SDS011;3528;-0.286;36.067;2023-02-07T16:20:25.018577+00:00;P2;5
144;SDS011;3528;-0.286;36.067;2023-02-07T16:20:25.018577+00:00;P1;15
144;SDS011;3528;-0.286;36.067;2023-02-07T16:23:05.413668+00:00;P2;10
144;SDS011;3528;-0.286;36.067;2023-02-07T16:23:05.413668+00:00;P1;28
145;DHT22;3528;-0.286;36.067;2023-02-07T16:23:05.415903+00:00;humidity;47
145;DHT22;3528;-0.286;36.067;2023-02-07T16:23:05.415903+00:00;temperature;25
145;DHT22;3528;-0.286;36.067;2023-02-07T16:25:45.459654+00:00;humidity;48
145;DHT22;3528;-0.286;36.067;2023-02-07T16:25:45.459654+00:00;temperature;25
144;SDS011;3528;-0.286;36.067;2023-02-07T16:25:45.459891+00:00;P2;8
144;SDS011;3528;-0.286;36.067;2023-02-07T16:25:45.459891+00:00;P1;16
145;DHT22;3528;-0.286;36.067;2023-02-07T16:28:26.202936+00:00;humidity;48
145;DHT22;3528;-0.286;36.067;2023-02-07T16:28:26.202936+00:00;temperature;25
144;SDS011;3528;-0.286;36.067;2023-02-07T16:28:26.463105+00:00;P2;6
144;SDS011;3528;-0.286;36.067;2023-02-07T16:28:26.463105+00:00;P1;9
144;SDS011;3528;-0.286;36.067;2023-02-07T16:31:05.566184+00:00;P2;5
144;SDS011;3528;-0.286;36.067;2023-02-07T16:31:05.566184+00:00;P1;6
145;DHT22;3528;-0.286;36.067;2023-02-07T16:31:05.571103+00:00;humidity;48
145;DHT22;3528;-0.286;36.067;2023-02-07T16:31:05.571103+00:00;temperature;25
145;DHT22;3528;-0.286;36.067;2023-02-07T16:33:45.804076+00:00;humidity;48
145;DHT22;3528;-0.286;36.067;2023-02-07T16:33:45.804076+00:00;temperature;25
144;SDS011;3528;-0.286;36.067;2023-02-07T16:33:45.804482+00:00;P2;5
144;SDS011;3528;-0.286;36.067;2023-02-07T16:33:45.804482+00:00;P1;8
144;SDS011;3528;-0.286;36.067;2023-02-07T16:36:25.584172+00:00;P2;7
144;SDS011;3528;-0.286;36.067;2023-02-07T16:36:25.584172+00:00;P1;24
145;DHT22;3528;-0.286;36.067;2023-02-07T16:36:26.324711+00:00;humidity;48
145;DHT22;3528;-0.286;36.067;2023-02-07T16:36:26.324711+00:00;temperature;25
145;DHT22;3528;-0.286;36.067;2023-02-07T16:39:06.165077+00:00;humidity;48
145;DHT22;3528;-0.286;36.067;2023-02-07T16:39:06.165077+00:00;temperature;25
144;SDS011;3528;-0.286;36.067;2023-02-07T16:39:06.165180+00:00;P2;8
144;SDS011;3528;-0.286;36.067;2023-02-07T16:39:06.165180+00:00;P1;24
145;DHT22;3528;-0.286;36.067;2023-02-07T16:41:46.654595+00:00;humidity;49
145;DHT22;3528;-0.286;36.067;2023-02-07T16:41:46.654595+00:00;temperature;24
144;SDS011;3528;-0.286;36.067;2023-02-07T16:41:46.656724+00:00;P2;7
144;SDS011;3528;-0.286;36.067;2023-02-07T16:41:46.656724+00:00;P1;21
144;SDS011;3528;-0.286;36.067;2023-02-07T16:44:27.055583+00:00;P2;7
144;SDS011;3528;-0.286;36.067;2023-02-07T16:44:27.055583+00:00;P1;35
145;DHT22;3528;-0.286;36.067;2023-02-07T16:44:27.939131+00:00;humidity;49
145;DHT22;3528;-0.286;36.067;2023-02-07T16:44:27.939131+00:00;temperature;24
145;DHT22;3528;-0.286;36.067;2023-02-07T16:47:07.081487+00:00;humidity;49
145;DHT22;3528;-0.286;36.067;2023-02-07T16:47:07.081487+00:00;temperature;24
144;SDS011;3528;-0.286;36.067;2023-02-07T16:47:07.133833+00:00;P2;7
144;SDS011;3528;-0.286;36.067;2023-02-07T16:47:07.133833+00:00;P1;13
144;SDS011;3528;-0.286;36.067;2023-02-07T16:49:46.868607+00:00;P2;6
144;SDS011;3528;-0.286;36.067;2023-02-07T16:49:46.868607+00:00;P1;10
145;DHT22;3528;-0.286;36.067;2023-02-07T16:49:46.868766+00:00;humidity;49
145;DHT22;3528;-0.286;36.067;2023-02-07T16:49:46.868766+00:00;temperature;24
145;DHT22;3528;-0.286;36.067;2023-02-07T16:52:27.304019+00:00;humidity;48
145;DHT22;3528;-0.286;36.067;2023-02-07T16:52:27.304019+00:00;temperature;24
144;SDS011;3528;-0.286;36.067;2023-02-07T16:52:27.304063+00:00;P2;6
144;SDS011;3528;-0.286;36.067;2023-02-07T16:52:27.304063+00:00;P1;15
145;DHT22;3528;-0.286;36.067;2023-02-07T16:55:07.467330+00:00;humidity;48
145;DHT22;3528;-0.286;36.067;2023-02-07T16:55:07.467330+00:00;temperature;24
144;SDS011;3528;-0.286;36.067;2023-02-07T16:55:07.470236+00:00;P2;5
144;SDS011;3528;-0.286;36.067;2023-02-07T16:55:07.470236+00:00;P1;14
145;DHT22;3528;-0.286;36.067;2023-02-07T16:57:46.941393+00:00;humidity;48
145;DHT22;3528;-0.286;36.067;2023-02-07T16:57:46.941393+00:00;temperature;24
144;SDS011;3528;-0.286;36.067;2023-02-07T16:57:46.942840+00:00;P2;5
144;SDS011;3528;-0.286;36.067;2023-02-07T16:57:46.942840+00:00;P1;8
145;DHT22;3528;-0.286;36.067;2023-02-07T17:00:27.732072+00:00;humidity;48
145;DHT22;3528;-0.286;36.067;2023-02-07T17:00:27.732072+00:00;temperature;24
144;SDS011;3528;-0.286;36.067;2023-02-07T17:00:27.734136+00:00;P2;6
144;SDS011;3528;-0.286;36.067;2023-02-07T17:00:27.734136+00:00;P1;7
145;DHT22;3528;-0.286;36.067;2023-02-07T17:03:07.964860+00:00;humidity;48
145;DHT22;3528;-0.286;36.067;2023-02-07T17:03:07.964860+00:00;temperature;24
144;SDS011;3528;-0.286;36.067;2023-02-07T17:03:07.965277+00:00;P2;6
144;SDS011;3528;-0.286;36.067;2023-02-07T17:03:07.965277+00:00;P1;14
144;SDS011;3528;-0.286;36.067;2023-02-07T17:05:48.286366+00:00;P2;7
144;SDS011;3528;-0.286;36.067;2023-02-07T17:05:48.286366+00:00;P1;12
145;DHT22;3528;-0.286;36.067;2023-02-07T17:05:48.292487+00:00;humidity;48
145;DHT22;3528;-0.286;36.067;2023-02-07T17:05:48.292487+00:00;temperature;24
144;SDS011;3528;-0.286;36.067;2023-02-07T17:08:27.967028+00:00;P2;7
144;SDS011;3528;-0.286;36.067;2023-02-07T17:08:27.967028+00:00;P1;8
145;DHT22;3528;-0.286;36.067;2023-02-07T17:08:28.020355+00:00;humidity;47
145;DHT22;3528;-0.286;36.067;2023-02-07T17:08:28.020355+00:00;temperature;24
144;SDS011;3528;-0.286;36.067;2023-02-07T17:11:08.175880+00:00;P2;8
144;SDS011;3528;-0.286;36.067;2023-02-07T17:11:08.175880+00:00;P1;19
145;DHT22;3528;-0.286;36.067;2023-02-07T17:11:08.175883+00:00;humidity;47
145;DHT22;3528;-0.286;36.067;2023-02-07T17:11:08.175883+00:00;temperature;24
144;SDS011;3528;-0.286;36.067;2023-02-07T17:13:48.691841+00:00;P2;8
144;SDS011;3528;-0.286;36.067;2023-02-07T17:13:48.691841+00:00;P1;22
145;DHT22;3528;-0.286;36.067;2023-02-07T17:13:48.692644+00:00;humidity;48
145;DHT22;3528;-0.286;36.067;2023-02-07T17:13:48.692644+00:00;temperature;24
144;SDS011;3528;-0.286;36.067;2023-02-07T17:16:28.196542+00:00;P2;9
144;SDS011;3528;-0.286;36.067;2023-02-07T17:16:28.196542+00:00;P1;13
145;DHT22;3528;-0.286;36.067;2023-02-07T17:16:28.196567+00:00;humidity;48
145;DHT22;3528;-0.286;36.067;2023-02-07T17:16:28.196567+00:00;temperature;24
144;SDS011;3528;-0.286;36.067;2023-02-07T17:19:08.869659+00:00;P2;8
144;SDS011;3528;-0.286;36.067;2023-02-07T17:19:08.869659+00:00;P1;17
145;DHT22;3528;-0.286;36.067;2023-02-07T17:19:08.869765+00:00;humidity;48
145;DHT22;3528;-0.286;36.067;2023-02-07T17:19:08.869765+00:00;temperature;24
144;SDS011;3528;-0.286;36.067;2023-02-07T17:21:48.890191+00:00;P2;8
144;SDS011;3528;-0.286;36.067;2023-02-07T17:21:48.890191+00:00;P1;33
145;DHT22;3528;-0.286;36.067;2023-02-07T17:21:48.892477+00:00;humidity;48
145;DHT22;3528;-0.286;36.067;2023-02-07T17:21:48.892477+00:00;temperature;24
145;DHT22;3528;-0.286;36.067;2023-02-07T17:24:29.095561+00:00;humidity;48
145;DHT22;3528;-0.286;36.067;2023-02-07T17:24:29.095561+00:00;temperature;23
144;SDS011;3528;-0.286;36.067;2023-02-07T17:24:29.095572+00:00;P2;8
144;SDS011;3528;-0.286;36.067;2023-02-07T17:24:29.095572+00:00;P1;18
144;SDS011;3528;-0.286;36.067;2023-02-07T17:27:08.974963+00:00;P2;8
144;SDS011;3528;-0.286;36.067;2023-02-07T17:27:08.974963+00:00;P1;18
145;DHT22;3528;-0.286;36.067;2023-02-07T17:27:09.029520+00:00;humidity;48
145;DHT22;3528;-0.286;36.067;2023-02-07T17:27:09.029520+00:00;temperature;23
144;SDS011;3528;-0.286;36.067;2023-02-07T17:29:49.314858+00:00;P2;10
144;SDS011;3528;-0.286;36.067;2023-02-07T17:29:49.314858+00:00;P1;22
145;DHT22;3528;-0.286;36.067;2023-02-07T17:29:49.316100+00:00;humidity;49
145;DHT22;3528;-0.286;36.067;2023-02-07T17:29:49.316100+00:00;temperature;23
145;DHT22;3528;-0.286;36.067;2023-02-07T17:32:29.482533+00:00;humidity;50
145;DHT22;3528;-0.286;36.067;2023-02-07T17:32:29.482533+00:00;temperature;23
144;SDS011;3528;-0.286;36.067;2023-02-07T17:32:29.482537+00:00;P2;7
144;SDS011;3528;-0.286;36.067;2023-02-07T17:32:29.482537+00:00;P1;15
145;DHT22;3528;-0.286;36.067;2023-02-07T17:35:09.185505+00:00;humidity;50
145;DHT22;3528;-0.286;36.067;2023-02-07T17:35:09.185505+00:00;temperature;23
144;SDS011;3528;-0.286;36.067;2023-02-07T17:35:09.186093+00:00;P2;6
144;SDS011;3528;-0.286;36.067;2023-02-07T17:35:09.186093+00:00;P1;25
144;SDS011;3528;-0.286;36.067;2023-02-07T17:37:49.353665+00:00;P2;6
144;SDS011;3528;-0.286;36.067;2023-02-07T17:37:49.353665+00:00;P1;12
145;DHT22;3528;-0.286;36.067;2023-02-07T17:37:49.353667+00:00;humidity;50
145;DHT22;3528;-0.286;36.067;2023-02-07T17:37:49.353667+00:00;temperature;23
144;SDS011;3528;-0.286;36.067;2023-02-07T17:40:30.133813+00:00;P2;5
144;SDS011;3528;-0.286;36.067;2023-02-07T17:40:30.133813+00:00;P1;12
145;DHT22;3528;-0.286;36.067;2023-02-07T17:40:30.134870+00:00;humidity;51
145;DHT22;3528;-0.286;36.067;2023-02-07T17:40:30.134870+00:00;temperature;23
145;DHT22;3528;-0.286;36.067;2023-02-07T17:43:10.424826+00:00;humidity;53
145;DHT22;3528;-0.286;36.067;2023-02-07T17:43:10.424826+00:00;temperature;23
144;SDS011;3528;-0.286;36.067;2023-02-07T17:43:10.478821+00:00;P2;6
144;SDS011;3528;-0.286;36.067;2023-02-07T17:43:10.478821+00:00;P1;11
145;DHT22;3528;-0.286;36.067;2023-02-07T17:45:49.883035+00:00;humidity;55
145;DHT22;3528;-0.286;36.067;2023-02-07T17:45:49.883035+00:00;temperature;23
144;SDS011;3528;-0.286;36.067;2023-02-07T17:45:49.884062+00:00;P2;5
144;SDS011;3528;-0.286;36.067;2023-02-07T17:45:49.884062+00:00;P1;7
144;SDS011;3528;-0.286;36.067;2023-02-07T17:48:29.388943+00:00;P2;6
144;SDS011;3528;-0.286;36.067;2023-02-07T17:48:29.388943+00:00;P1;11
145;DHT22;3528;-0.286;36.067;2023-02-07T17:48:29.389500+00:00;humidity;55
145;DHT22;3528;-0.286;36.067;2023-02-07T17:48:29.389500+00:00;temperature;23
145;DHT22;3528;-0.286;36.067;2023-02-07T17:51:10.830324+00:00;humidity;55
145;DHT22;3528;-0.286;36.067;2023-02-07T17:51:10.830324+00:00;temperature;23
144;SDS011;3528;-0.286;36.067;2023-02-07T17:51:10.831268+00:00;P2;6
144;SDS011;3528;-0.286;36.067;2023-02-07T17:51:10.831268+00:00;P1;14
144;SDS011;3528;-0.286;36.067;2023-02-07T17:53:50.146559+00:00;P2;6
144;SDS011;3528;-0.286;36.067;2023-02-07T17:53:50.146559+00:00;P1;12
145;DHT22;3528;-0.286;36.067;2023-02-07T17:53:50.147484+00:00;humidity;55
145;DHT22;3528;-0.286;36.067;2023-02-07T17:53:50.147484+00:00;temperature;23
144;SDS011;3528;-0.286;36.067;2023-02-07T17:56:30.850402+00:00;P2;6
144;SDS011;3528;-0.286;36.067;2023-02-07T17:56:30.850402+00:00;P1;7
145;DHT22;3528;-0.286;36.067;2023-02-07T17:56:30.850487+00:00;humidity;56
145;DHT22;3528;-0.286;36.067;2023-02-07T17:56:30.850487+00:00;temperature;23
145;DHT22;3528;-0.286;36.067;2023-02-07T17:59:11.014450+00:00;humidity;56
145;DHT22;3528;-0.286;36.067;2023-02-07T17:59:11.014450+00:00;temperature;23
144;SDS011;3528;-0.286;36.067;2023-02-07T17:59:11.014480+00:00;P2;6
144;SDS011;3528;-0.286;36.067;2023-02-07T17:59:11.014480+00:00;P1;21
145;DHT22;3528;-0.286;36.067;2023-02-07T18:01:51.396463+00:00;humidity;56
145;DHT22;3528;-0.286;36.067;2023-02-07T18:01:51.396463+00:00;temperature;23
144;SDS011;3528;-0.286;36.067;2023-02-07T18:01:51.396491+00:00;P2;4
144;SDS011;3528;-0.286;36.067;2023-02-07T18:01:51.396491+00:00;P1;17
144;SDS011;3528;-0.286;36.067;2023-02-07T18:04:31.011089+00:00;P2;4
144;SDS011;3528;-0.286;36.067;2023-02-07T18:04:31.011089+00:00;P1;4
145;DHT22;3528;-0.286;36.067;2023-02-07T18:04:31.012803+00:00;humidity;56
145;DHT22;3528;-0.286;36.067;2023-02-07T18:04:31.012803+00:00;temperature;23
145;DHT22;3528;-0.286;36.067;2023-02-07T18:07:11.344612+00:00;humidity;57
145;DHT22;3528;-0.286;36.067;2023-02-07T18:07:11.344612+00:00;temperature;23
144;SDS011;3528;-0.286;36.067;2023-02-07T18:07:12.194700+00:00;P2;5
144;SDS011;3528;-0.286;36.067;2023-02-07T18:07:12.194700+00:00;P1;7
145;DHT22;3528;-0.286;36.067;2023-02-07T18:09:51.633675+00:00;humidity;57
145;DHT22;3528;-0.286;36.067;2023-02-07T18:09:51.633675+00:00;temperature;23
144;SDS011;3528;-0.286;36.067;2023-02-07T18:09:51.804605+00:00;P2;6
144;SDS011;3528;-0.286;36.067;2023-02-07T18:09:51.804605+00:00;P1;9
145;DHT22;3528;-0.286;36.067;2023-02-07T18:12:31.352843+00:00;humidity;57
145;DHT22;3528;-0.286;36.067;2023-02-07T18:12:31.352843+00:00;temperature;23
144;SDS011;3528;-0.286;36.067;2023-02-07T18:12:31.354759+00:00;P2;4
144;SDS011;3528;-0.286;36.067;2023-02-07T18:12:31.354759+00:00;P1;7
145;DHT22;3528;-0.286;36.067;2023-02-07T18:15:11.291763+00:00;humidity;57
145;DHT22;3528;-0.286;36.067;2023-02-07T18:15:11.291763+00:00;temperature;23
144;SDS011;3528;-0.286;36.067;2023-02-07T18:15:11.291774+00:00;P2;5
144;SDS011;3528;-0.286;36.067;2023-02-07T18:15:11.291774+00:00;P1;5
144;SDS011;3528;-0.286;36.067;2023-02-07T18:17:52.038450+00:00;P2;5
144;SDS011;3528;-0.286;36.067;2023-02-07T18:17:52.038450+00:00;P1;6
145;DHT22;3528;-0.286;36.067;2023-02-07T18:17:52.091825+00:00;humidity;57
145;DHT22;3528;-0.286;36.067;2023-02-07T18:17:52.091825+00:00;temperature;23
145;DHT22;3528;-0.286;36.067;2023-02-07T18:20:32.402032+00:00;humidity;58
145;DHT22;3528;-0.286;36.067;2023-02-07T18:20:32.402032+00:00;temperature;23
144;SDS011;3528;-0.286;36.067;2023-02-07T18:20:32.402070+00:00;P2;6
144;SDS011;3528;-0.286;36.067;2023-02-07T18:20:32.402070+00:00;P1;17
144;SDS011;3528;-0.286;36.067;2023-02-07T18:23:11.953978+00:00;P2;3
144;SDS011;3528;-0.286;36.067;2023-02-07T18:23:11.953978+00:00;P1;5
145;DHT22;3528;-0.286;36.067;2023-02-07T18:23:11.954063+00:00;humidity;58
145;DHT22;3528;-0.286;36.067;2023-02-07T18:23:11.954063+00:00;temperature;23
144;SDS011;3528;-0.286;36.067;2023-02-07T18:25:52.323130+00:00;P2;5
144;SDS011;3528;-0.286;36.067;2023-02-07T18:25:52.323130+00:00;P1;10
145;DHT22;3528;-0.286;36.067;2023-02-07T18:25:52.325516+00:00;humidity;58
145;DHT22;3528;-0.286;36.067;2023-02-07T18:25:52.325516+00:00;temperature;23
145;DHT22;3528;-0.286;36.067;2023-02-07T18:28:32.851283+00:00;humidity;59
145;DHT22;3528;-0.286;36.067;2023-02-07T18:28:32.851283+00:00;temperature;23
144;SDS011;3528;-0.286;36.067;2023-02-07T18:28:32.853463+00:00;P2;6
144;SDS011;3528;-0.286;36.067;2023-02-07T18:28:32.853463+00:00;P1;22
144;SDS011;3528;-0.286;36.067;2023-02-07T18:31:12.187845+00:00;P2;4
144;SDS011;3528;-0.286;36.067;2023-02-07T18:31:12.187845+00:00;P1;6
145;DHT22;3528;-0.286;36.067;2023-02-07T18:31:12.189401+00:00;humidity;59
145;DHT22;3528;-0.286;36.067;2023-02-07T18:31:12.189401+00:00;temperature;23
145;DHT22;3528;-0.286;36.067;2023-02-07T18:33:52.730054+00:00;humidity;60
145;DHT22;3528;-0.286;36.067;2023-02-07T18:33:52.730054+00:00;temperature;23
144;SDS011;3528;-0.286;36.067;2023-02-07T18:33:52.730680+00:00;P2;5
144;SDS011;3528;-0.286;36.067;2023-02-07T18:33:52.730680+00:00;P1;13
145;DHT22;3528;-0.286;36.067;2023-02-07T18:36:32.147145+00:00;humidity;60
145;DHT22;3528;-0.286;36.067;2023-02-07T18:36:32.147145+00:00;temperature;22
144;SDS011;3528;-0.286;36.067;2023-02-07T18:36:32.149624+00:00;P2;7
144;SDS011;3528;-0.286;36.067;2023-02-07T18:36:32.149624+00:00;P1;11
145;DHT22;3528;-0.286;36.067;2023-02-07T18:39:12.346901+00:00;humidity;60
145;DHT22;3528;-0.286;36.067;2023-02-07T18:39:12.346901+00:00;temperature;22
144;SDS011;3528;-0.286;36.067;2023-02-07T18:39:12.347263+00:00;P2;4
144;SDS011;3528;-0.286;36.067;2023-02-07T18:39:12.347263+00:00;P1;6
144;SDS011;3528;-0.286;36.067;2023-02-07T18:41:52.882905+00:00;P2;5
144;SDS011;3528;-0.286;36.067;2023-02-07T18:41:52.882905+00:00;P1;6
145;DHT22;3528;-0.286;36.067;2023-02-07T18:41:52.882933+00:00;humidity;61
145;DHT22;3528;-0.286;36.067;2023-02-07T18:41:52.882933+00:00;temperature;22
145;DHT22;3528;-0.286;36.067;2023-02-07T18:44:33.323824+00:00;humidity;61
145;DHT22;3528;-0.286;36.067;2023-02-07T18:44:33.323824+00:00;temperature;22
144;SDS011;3528;-0.286;36.067;2023-02-07T18:44:33.323957+00:00;P2;4
144;SDS011;3528;-0.286;36.067;2023-02-07T18:44:33.323957+00:00;P1;8
145;DHT22;3528;-0.286;36.067;2023-02-07T18:47:13.632253+00:00;humidity;61
145;DHT22;3528;-0.286;36.067;2023-02-07T18:47:13.632253+00:00;temperature;22
144;SDS011;3528;-0.286;36.067;2023-02-07T18:47:13.633754+00:00;P2;6
144;SDS011;3528;-0.286;36.067;2023-02-07T18:47:13.633754+00:00;P1;24
144;SDS011;3528;-0.286;36.067;2023-02-07T18:49:53.071802+00:00;P2;5
144;SDS011;3528;-0.286;36.067;2023-02-07T18:49:53.071802+00:00;P1;13
145;DHT22;3528;-0.286;36.067;2023-02-07T18:49:53.137497+00:00;humidity;61
145;DHT22;3528;-0.286;36.067;2023-02-07T18:49:53.137497+00:00;temperature;22
145;DHT22;3528;-0.286;36.067;2023-02-07T18:52:33.625977+00:00;humidity;61
145;DHT22;3528;-0.286;36.067;2023-02-07T18:52:33.625977+00:00;temperature;22
144;SDS011;3528;-0.286;36.067;2023-02-07T18:52:36.856350+00:00;P2;7
144;SDS011;3528;-0.286;36.067;2023-02-07T18:52:36.856350+00:00;P1;22
144;SDS011;3528;-0.286;36.067;2023-02-07T18:55:14.117182+00:00;P2;9
144;SDS011;3528;-0.286;36.067;2023-02-07T18:55:14.117182+00:00;P1;11
145;DHT22;3528;-0.286;36.067;2023-02-07T18:55:14.118128+00:00;humidity;60
145;DHT22;3528;-0.286;36.067;2023-02-07T18:55:14.118128+00:00;temperature;22
144;SDS011;3528;-0.286;36.067;2023-02-07T18:57:54.096049+00:00;P2;9
144;SDS011;3528;-0.286;36.067;2023-02-07T18:57:54.096049+00:00;P1;41
145;DHT22;3528;-0.286;36.067;2023-02-07T18:57:54.096053+00:00;humidity;60
145;DHT22;3528;-0.286;36.067;2023-02-07T18:57:54.096053+00:00;temperature;22
144;SDS011;3528;-0.286;36.067;2023-02-07T19:00:33.540817+00:00;P2;12
144;SDS011;3528;-0.286;36.067;2023-02-07T19:00:33.540817+00:00;P1;32
145;DHT22;3528;-0.286;36.067;2023-02-07T19:00:33.547893+00:00;humidity;62
145;DHT22;3528;-0.286;36.067;2023-02-07T19:00:33.547893+00:00;temperature;22
144;SDS011;3528;-0.286;36.067;2023-02-07T19:03:14.384958+00:00;P2;13
144;SDS011;3528;-0.286;36.067;2023-02-07T19:03:14.384958+00:00;P1;26
145;DHT22;3528;-0.286;36.067;2023-02-07T19:03:16.147193+00:00;humidity;61
145;DHT22;3528;-0.286;36.067;2023-02-07T19:03:16.147193+00:00;temperature;22
144;SDS011;3528;-0.286;36.067;2023-02-07T19:05:54.757992+00:00;P2;14
144;SDS011;3528;-0.286;36.067;2023-02-07T19:05:54.757992+00:00;P1;38
145;DHT22;3528;-0.286;36.067;2023-02-07T19:05:54.760296+00:00;humidity;60
145;DHT22;3528;-0.286;36.067;2023-02-07T19:05:54.760296+00:00;temperature;22
145;DHT22;3528;-0.286;36.067;2023-02-07T19:08:34.337001+00:00;humidity;60
145;DHT22;3528;-0.286;36.067;2023-02-07T19:08:34.337001+00:00;temperature;22
144;SDS011;3528;-0.286;36.067;2023-02-07T19:08:34.390301+00:00;P2;13
144;SDS011;3528;-0.286;36.067;2023-02-07T19:08:34.390301+00:00;P1;20
145;DHT22;3528;-0.286;36.067;2023-02-07T19:11:14.503814+00:00;humidity;60
145;DHT22;3528;-0.286;36.067;2023-02-07T19:11:14.503814+00:00;temperature;22
144;SDS011;3528;-0.286;36.067;2023-02-07T19:11:14.504038+00:00;P2;12
144;SDS011;3528;-0.286;36.067;2023-02-07T19:11:14.504038+00:00;P1;38
145;DHT22;3528;-0.286;36.067;2023-02-07T19:13:54.920307+00:00;humidity;60
145;DHT22;3528;-0.286;36.067;2023-02-07T19:13:54.920307+00:00;temperature;22
144;SDS011;3528;-0.286;36.067;2023-02-07T19:13:54.921175+00:00;P2;14
144;SDS011;3528;-0.286;36.067;2023-02-07T19:13:54.921175+00:00;P1;39
144;SDS011;3528;-0.286;36.067;2023-02-07T19:16:35.248897+00:00;P2;10
144;SDS011;3528;-0.286;36.067;2023-02-07T19:16:35.248897+00:00;P1;24
145;DHT22;3528;-0.286;36.067;2023-02-07T19:16:35.248928+00:00;humidity;61
145;DHT22;3528;-0.286;36.067;2023-02-07T19:16:35.248928+00:00;temperature;22
144;SDS011;3528;-0.286;36.067;2023-02-07T19:19:14.897318+00:00;P2;12
144;SDS011;3528;-0.286;36.067;2023-02-07T19:19:14.897318+00:00;P1;39
145;DHT22;3528;-0.286;36.067;2023-02-07T19:19:14.897964+00:00;humidity;61
145;DHT22;3528;-0.286;36.067;2023-02-07T19:19:14.897964+00:00;temperature;22
145;DHT22;3528;-0.286;36.067;2023-02-07T19:21:55.094486+00:00;humidity;61
145;DHT22;3528;-0.286;36.067;2023-02-07T19:21:55.094486+00:00;temperature;21
144;SDS011;3528;-0.286;36.067;2023-02-07T19:21:55.094502+00:00;P2;8
144;SDS011;3528;-0.286;36.067;2023-02-07T19:21:55.094502+00:00;P1;36
145;DHT22;3528;-0.286;36.067;2023-02-07T19:24:35.239547+00:00;humidity;61
145;DHT22;3528;-0.286;36.067;2023-02-07T19:24:35.239547+00:00;temperature;21
144;SDS011;3528;-0.286;36.067;2023-02-07T19:24:35.239618+00:00;P2;12
144;SDS011;3528;-0.286;36.067;2023-02-07T19:24:35.239618+00:00;P1;52
145;DHT22;3528;-0.286;36.067;2023-02-07T19:27:15.093664+00:00;humidity;61
145;DHT22;3528;-0.286;36.067;2023-02-07T19:27:15.093664+00:00;temperature;21
144;SDS011;3528;-0.286;36.067;2023-02-07T19:27:15.096753+00:00;P2;10
144;SDS011;3528;-0.286;36.067;2023-02-07T19:27:15.096753+00:00;P1;13
144;SDS011;3528;-0.286;36.067;2023-02-07T19:29:55.152611+00:00;P2;10
144;SDS011;3528;-0.286;36.067;2023-02-07T19:29:55.152611+00:00;P1;47
145;DHT22;3528;-0.286;36.067;2023-02-07T19:29:55.155911+00:00;humidity;61
145;DHT22;3528;-0.286;36.067;2023-02-07T19:29:55.155911+00:00;temperature;21
145;DHT22;3528;-0.286;36.067;2023-02-07T19:32:36.017057+00:00;humidity;60
145;DHT22;3528;-0.286;36.067;2023-02-07T19:32:36.017057+00:00;temperature;21
144;SDS011;3528;-0.286;36.067;2023-02-07T19:32:36.017058+00:00;P2;12
144;SDS011;3528;-0.286;36.067;2023-02-07T19:32:36.017058+00:00;P1;62
145;DHT22;3528;-0.286;36.067;2023-02-07T19:35:16.199148+00:00;humidity;61
145;DHT22;3528;-0.286;36.067;2023-02-07T19:35:16.199148+00:00;temperature;21
144;SDS011;3528;-0.286;36.067;2023-02-07T19:35:16.201073+00:00;P2;11
144;SDS011;3528;-0.286;36.067;2023-02-07T19:35:16.201073+00:00;P1;33
145;DHT22;3528;-0.286;36.067;2023-02-07T19:37:55.338250+00:00;humidity;62
145;DHT22;3528;-0.286;36.067;2023-02-07T19:37:55.338250+00:00;temperature;21
144;SDS011;3528;-0.286;36.067;2023-02-07T19:37:55.341350+00:00;P2;12
144;SDS011;3528;-0.286;36.067;2023-02-07T19:37:55.341350+00:00;P1;39
145;DHT22;3528;-0.286;36.067;2023-02-07T19:40:36.356105+00:00;humidity;61
145;DHT22;3528;-0.286;36.067;2023-02-07T19:40:36.356105+00:00;temperature;21
144;SDS011;3528;-0.286;36.067;2023-02-07T19:40:36.358821+00:00;P2;15
144;SDS011;3528;-0.286;36.067;2023-02-07T19:40:36.358821+00:00;P1;72
144;SDS011;3528;-0.286;36.067;2023-02-07T19:43:16.702735+00:00;P2;18
144;SDS011;3528;-0.286;36.067;2023-02-07T19:43:16.702735+00:00;P1;49
145;DHT22;3528;-0.286;36.067;2023-02-07T19:43:16.702749+00:00;humidity;62
145;DHT22;3528;-0.286;36.067;2023-02-07T19:43:16.702749+00:00;temperature;21
144;SDS011;3528;-0.286;36.067;2023-02-07T19:45:56.349084+00:00;P2;16
144;SDS011;3528;-0.286;36.067;2023-02-07T19:45:56.349084+00:00;P1;62
